Hash,State,County,Number of Bridges,Number of residents,Pct of Medium to Fair Condition Bridges,Pct of Poor Condition Bridges,Primary and Commercial Airports,Route miles of freight railroad,Route miles of passenger railroad and rail transit,Roads Acceptable,Number of returns,Adjust gross income,Total income amount,Salaries and wages amount,State and local income taxes amount,Real estate taxes amount,Total taxes paid amount,Residential energy tax credit amount,Population served,Water systems,Cities served,Water system per capita
Montana Linco,Montana,Lincoln County,189,19270,0.851851852,0.148148148,0,129,104.4,0.880305656,8390,396476,402248,236474,2458,1391,3383,43,18040,90,91,198.2417582
Montana McCon,Montana,McCone County,44,1680,0.977272727,0.022727273,0,13.7,0,0.880305656,830,28794,29922,22956,76,0,121,0,877,7,7,125.2857143
Montana Madis,Montana,Madison County,91,7810,0.923076923,0.076923077,0,32.5,0,0.880305656,4200,277767,284120,132966,3309,1129,2575,0,14184,46,46,308.3478261
Montana Meagh,Montana,Meagher County,52,1960,0.903846154,0.096153846,0,\N,\N,0.880305656,900,38398,39382,22737,115,77,206,0,1825,8,8,228.125
Montana Miner,Montana,Mineral County,149,4225,0.838926174,0.161073826,0,51.4,0,0.880305656,1990,95495,96617,57783,596,271,692,0,16364,35,36,454.5555556
Montana Misso,Montana,Missoula County,208,113100,0.894230769,0.105769231,1,77.5,0,0.880305656,58930,3794726,3858957,2326841,55428,28345,46852,431,147851,243,243,608.4403292
Montana Musse,Montana,Musselshell County,28,4780,0.928571429,0.071428571,0,16,0,0.880305656,2000,93123,94912,63630,647,224,661,0,2747,7,7,392.4285714
Montana Petro,Montana,Petroleum County,26,445,0.807692308,0.192307692,0,\N,\N,0.880305656,210,7763,8081,4788,0,0,0,0,187,1,1,187
Montana Phill,Montana,Phillips County,104,4150,0.923076923,0.076923077,0,52.6,52.6,0.880305656,1930,76744,78741,52720,273,109,400,0,2728,11,11,248
Montana Ponde,Montana,Pondera County,97,6165,0.958762887,0.041237113,0,53.8,0,0.880305656,2720,117406,119793,75114,503,201,600,0,4664,12,12,388.6666667
Montana Powde,Montana,Powder River County,23,1650,0.956521739,0.043478261,0,\N,\N,0.880305656,820,36625,38135,20789,0,0,109,0,730,3,3,243.3333333
Montana Powel,Montana,Powell County,104,6930,0.913461538,0.086538462,0,64.4,0,0.880305656,2670,135773,138037,80714,790,339,771,0,6397,15,15,426.4666667
Montana Prair,Montana,Prairie County,48,1415,0.854166667,0.145833333,0,60.7,0,0.880305656,530,24576,25361,15625,0,0,75,0,523,7,7,74.71428571
Montana Raval,Montana,Ravalli County,147,41130,0.979591837,0.020408163,0,\N,\N,0.880305656,20850,1225607,1246176,668088,16820,6934,13129,235,26712,121,122,218.9508197
Montana Richl,Montana,Richland County,99,11390,0.98989899,0.01010101,1,42.3,0,0.880305656,5620,392556,398451,292067,3788,1060,3500,0,7068,16,17,415.7647059
Montana Roose,Montana,Roosevelt County,55,11230,0.909090909,0.090909091,1,121,93.5,0.880305656,3890,170383,173587,141085,712,228,840,0,3031,4,4,757.75
Montana Roseb,Montana,Rosebud County,122,9350,0.967213115,0.032786885,0,82.8,0,0.880305656,3740,206900,208943,156375,693,160,811,0,7099,15,15,473.2666667
Montana Sande,Montana,Sanders County,122,11375,0.942622951,0.057377049,0,135.1,0,0.880305656,5200,238042,242000,133245,1671,772,1843,0,8247,42,42,196.3571429
Montana Sheri,Montana,Sheridan County,67,3645,0.940298507,0.059701493,0,105.7,0,0.880305656,1720,93865,96750,58594,449,135,518,0,2846,10,10,284.6
Montana Silve,Montana,Silver Bow County,68,34560,0.941176471,0.058823529,1,72,0,0.880305656,16450,929478,939114,615576,8142,3236,7139,0,47807,29,29,1648.517241
Montana Still,Montana,Stillwater County,94,9340,0.957446809,0.042553191,0,38.2,0,0.880305656,4510,295609,299701,196659,2279,1001,2676,0,8367,28,29,288.5172414
Montana Sweet,Montana,Sweet Grass County,91,3635,0.967032967,0.032967033,0,37.4,0,0.880305656,1780,102474,104672,58485,821,310,829,0,8622,15,15,574.8
Montana Teton,Montana,Teton County,81,6065,0.987654321,0.012345679,0,68.9,0,0.880305656,3010,143240,147270,83126,1093,344,1067,0,4854,15,15,323.6
Montana Toole,Montana,Toole County,34,5115,0.970588235,0.029411765,0,93.4,44.8,0.880305656,2060,100957,102453,69430,408,194,528,0,6133,17,17,360.7647059
Montana Treas,Montana,Treasure County,31,845,0.903225806,0.096774194,0,55.7,0,0.880305656,340,16980,17298,10961,0,0,0,0,1162,3,3,387.3333333
Montana Valle,Montana,Valley County,106,7575,0.933962264,0.066037736,1,76.7,76.7,0.880305656,3580,194693,198720,130348,1465,490,1444,0,6557,16,16,409.8125
Montana Wheat,Montana,Wheatland County,31,2110,0.935483871,0.064516129,0,27,0,0.880305656,830,35259,35972,22020,94,0,143,0,1647,8,8,205.875
Montana Wibau,Montana,Wibaux County,29,1145,0.896551724,0.103448276,\N,16.9,0,0.880305656,430,20605,21007,15133,0,0,0,0,550,1,1,550
Montana Yello,Montana,Yellowstone County,287,155345,0.979094077,0.020905923,1,159,0,0.880305656,78720,5254965,5326292,3571253,72838,28515,59026,197,166627,106,106,1571.95283
Nebraska Adams,Nebraska,Adams County,214,31535,0.925233645,0.074766355,0,91.9,24.3,0.899117407,14290,856054,870642,568788,4532,2489,5174,18,28625,15,15,1908.333333
Nebraska Antel,Nebraska,Antelope County,162,6420,0.907407407,0.092592593,0,24,0,0.899117407,2980,149686,155304,96538,348,94,407,0,4418,14,14,315.5714286
Nebraska Arthu,Nebraska,Arthur County,\N,435,\N,\N,\N,\N,\N,0.899117407,200,5224,5491,4684,0,0,0,0,315,4,4,78.75
Nebraska Banne,Nebraska,Banner County,36,795,1,0,\N,\N,\N,0.899117407,280,12203,12471,9018,0,0,0,0,182,2,2,91
Nebraska Blain,Nebraska,Blaine County,20,580,0.75,0.25,0,18.4,0,0.899117407,230,-1001,-678,5675,0,0,0,0,110,1,1,110
Nebraska Boone,Nebraska,Boone County,239,5355,0.983263598,0.016736402,0,19.7,0,0.899117407,2560,151089,156607,93134,676,156,723,0,3326,8,8,415.75
Nebraska Box B,Nebraska,Box Butte County,29,11280,1,0,1,50.7,0,0.899117407,5080,281222,286338,210432,812,390,1126,0,9535,8,8,1191.875
Nebraska Brown,Nebraska,Brown County,55,3020,0.890909091,0.109090909,0,\N,\N,0.899117407,1440,56709,58436,43759,114,41,200,0,2263,5,5,452.6
Nebraska Buffa,Nebraska,Buffalo County,463,48400,0.987041037,0.012958963,1,60.9,0,0.899117407,22360,1474693,1498820,1008573,9602,5973,11499,127,40032,41,42,953.1428571
Nebraska Butle,Nebraska,Butler County,209,8205,0.971291866,0.028708134,0,51.3,0,0.899117407,3920,222523,228310,151399,759,299,995,0,5242,13,15,349.4666667
Nebraska Cedar,Nebraska,Cedar County,313,8655,0.900958466,0.099041534,0,18.8,0,0.899117407,3950,212590,220575,140140,943,328,998,0,7587,16,17,446.2941176
Nebraska Chase,Nebraska,Chase County,34,4060,0.970588235,0.029411765,0,17.9,0,0.899117407,1740,97224,100916,62552,616,163,550,0,2673,3,3,891
Nebraska Cherr,Nebraska,Cherry County,57,5780,0.824561404,0.175438596,0,\N,\N,0.899117407,2750,114722,118953,82513,439,122,495,0,3629,15,15,241.9333333
Nebraska Cheye,Nebraska,Cheyenne County,159,10090,0.987421384,0.012578616,0,87.4,0,0.899117407,4450,250236,254681,188788,1382,774,1675,0,8369,11,11,760.8181818
Nebraska Colfa,Nebraska,Colfax County,253,10500,0.909090909,0.090909091,\N,18,0,0.899117407,5000,252190,256834,192928,442,199,668,0,8361,12,12,696.75
Nebraska Cumin,Nebraska,Cuming County,405,9055,0.950617284,0.049382716,\N,\N,\N,0.899117407,4380,266936,274537,171139,1255,423,1271,0,7725,8,8,965.625
Nebraska Custe,Nebraska,Custer County,310,10785,0.951612903,0.048387097,0,59.2,0,0.899117407,5140,261772,268429,180321,870,350,1146,0,7116,16,16,444.75
Nebraska Dakot,Nebraska,Dakota County,74,20695,0.864864865,0.135135135,0,33.8,0,0.899117407,10190,488418,492768,401068,1821,944,2259,0,22489,10,10,2248.9
Nebraska Dawes,Nebraska,Dawes County,95,9080,0.821052632,0.178947368,1,86.4,0,0.899117407,3480,161518,164648,119046,746,385,1015,0,8919,17,17,524.6470588
Nebraska Dawso,Nebraska,Dawson County,299,23925,0.969899666,0.030100334,0,47.6,0,0.899117407,11510,569189,576565,440949,2165,1072,2920,89,21814,32,37,589.5675676
Nebraska Deuel,Nebraska,Deuel County,74,1930,0.986486486,0.013513514,0,26.4,0,0.899117407,800,38448,39301,26285,0,0,93,0,1381,2,2,690.5
Nebraska Dixon,Nebraska,Dixon County,142,5810,0.894366197,0.105633803,\N,18.1,0,0.899117407,2700,133536,136669,101688,496,170,601,0,5065,15,15,337.6666667
Nebraska Dodge,Nebraska,Dodge County,324,36680,0.969135802,0.030864198,0,77.8,16.2,0.899117407,17290,979986,994403,669535,6414,3214,6590,51,32854,16,16,2053.375
Nebraska Dougl,Nebraska,Douglas County,509,543255,0.970530452,0.029469548,1,76.3,14.2,0.899117407,271390,21409250,21643680,14656375,207035,146471,220345,755,565269,48,51,11083.70588
Nebraska Dundy,Nebraska,Dundy County,47,1825,1,0,0,41.3,41.3,0.899117407,800,35423,37077,23745,104,0,98,0,1161,3,3,387
Nebraska Fillm,Nebraska,Fillmore County,216,5675,0.888888889,0.111111111,0,24.7,23.8,0.899117407,2720,170345,176114,98471,801,150,788,0,4406,12,12,367.1666667
Nebraska Frank,Nebraska,Franklin County,104,3075,0.961538462,0.038461538,0,12.1,0,0.899117407,1380,71768,74166,42387,118,0,201,0,2410,7,8,301.25
Nebraska Front,Nebraska,Frontier County,97,2600,0.865979381,0.134020619,0,32,0,0.899117407,1120,41494,43016,36633,0,0,151,0,1982,11,11,180.1818182
Nebraska Furna,Nebraska,Furnas County,177,4850,0.93220339,0.06779661,0,61.9,30.5,0.899117407,2230,102381,105119,71251,286,89,344,0,5834,8,8,729.25
Nebraska Garde,Nebraska,Garden County,31,1930,0.903225806,0.096774194,0,32.9,0,0.899117407,860,31252,32203,22818,0,0,55,0,908,5,5,181.6
Nebraska Garfi,Nebraska,Garfield County,25,1970,0.88,0.12,0,\N,\N,0.899117407,820,31953,32883,24002,0,0,183,0,1525,6,7,217.8571429
Nebraska Gospe,Nebraska,Gosper County,63,1975,0.920634921,0.079365079,0,20.7,0,0.899117407,940,56904,58305,37611,193,141,343,0,1572,18,18,87.33333333
Nebraska Grant,Nebraska,Grant County,\N,645,\N,\N,0,30.6,0,0.899117407,300,14085,14598,8809,0,0,0,0,210,1,1,210
Nebraska Greel,Nebraska,Greeley County,89,2445,0.887640449,0.112359551,0,7.8,0,0.899117407,1070,33545,35005,30313,127,44,187,0,1524,3,4,381
Nebraska Hamil,Nebraska,Hamilton County,173,9120,0.947976879,0.052023121,0,56.9,0,0.899117407,4520,310372,318524,199893,2200,705,2128,0,6525,13,13,501.9230769
Nebraska Harla,Nebraska,Harlan County,93,3465,0.913978495,0.086021505,0,58.9,14,0.899117407,1480,68538,70793,49510,264,82,337,0,2421,12,12,201.75
Nebraska Hayes,Nebraska,Hayes County,43,1015,0.860465116,0.139534884,0,12.5,0,0.899117407,410,6984,7602,11752,0,0,0,0,249,2,2,124.5
Nebraska Hitch,Nebraska,Hitchcock County,92,2865,0.826086957,0.173913043,0,48.5,30.9,0.899117407,1210,52476,54039,38021,131,33,212,0,2140,8,8,267.5
Nebraska Hooke,Nebraska,Hooker County,2,670,1,0,0,30.4,0,0.899117407,350,14872,15175,9649,0,0,0,0,745,5,5,149
Nebraska Howar,Nebraska,Howard County,161,6365,0.97515528,0.02484472,0,31.3,0,0.899117407,3020,146321,149319,119841,462,278,721,0,3327,7,8,415.875
Nebraska Jeffe,Nebraska,Jefferson County,242,7355,0.776859504,0.223140496,0,48.3,0,0.899117407,3300,181266,186237,115138,603,283,717,0,7375,17,17,433.8235294
Nebraska Johns,Nebraska,Johnson County,173,5165,0.76300578,0.23699422,0,25.8,0,0.899117407,1980,93714,95441,71968,237,137,382,0,4622,7,7,660.2857143
Nebraska Kearn,Nebraska,Kearney County,72,6550,0.986111111,0.013888889,0,25.7,25.7,0.899117407,3130,194164,199421,123245,771,312,998,0,4591,8,10,459.1
Nebraska Keith,Nebraska,Keith County,92,8105,1,0,0,84.6,0,0.899117407,3890,202523,207381,136219,894,531,1365,0,8243,40,40,206.075
Nebraska Keya ,Nebraska,Keya Paha County,22,735,0.863636364,0.136363636,0,\N,\N,0.899117407,390,11804,12216,8893,0,0,0,0,\N,\N,\N,\N
Nebraska Kimba,Nebraska,Kimball County,91,3715,0.978021978,0.021978022,0,36,0,0.899117407,1610,79279,80937,55031,338,101,323,0,3157,6,6,526.1666667
Nebraska Lanca,Nebraska,Lancaster County,608,301705,0.950657895,0.049342105,1,111.9,33.7,0.899117407,147210,10176619,10301387,6916286,76365,55265,96379,767,303412,92,96,3160.541667
Nebraska Linco,Nebraska,Lincoln County,197,35775,0.939086294,0.060913706,1,143,0,0.899117407,16370,931032,943706,686697,6884,3035,6323,0,32964,46,49,672.7346939
Nebraska Logan,Nebraska,Logan County,4,830,1,0,0,\N,\N,0.899117407,340,13010,13417,10888,0,0,0,0,330,2,2,165
Nebraska McPhe,Nebraska,McPherson County,\N,425,\N,\N,0,\N,\N,0.899117407,220,8473,8725,6104,0,0,0,0,174,3,3,58
Nebraska Madis,Nebraska,Madison County,296,35125,0.942567568,0.057432432,0,25.7,0,0.899117407,16680,981894,998521,715293,6094,3027,6316,103,33391,29,29,1151.413793
Nebraska Merri,Nebraska,Merrick County,171,7795,0.894736842,0.105263158,0,65.4,0,0.899117407,3570,192117,196311,134729,791,353,1027,0,4620,9,9,513.3333333
Nebraska Morri,Nebraska,Morrill County,93,4845,0.978494624,0.021505376,0,102.8,0,0.899117407,2110,110054,112545,72016,549,147,448,0,3322,12,12,276.8333333
Nebraska Nance,Nebraska,Nance County,148,3605,0.925675676,0.074324324,0,34.1,0,0.899117407,1600,69127,71199,56124,215,51,248,0,2766,7,7,395.1428571
Nebraska Nemah,Nebraska,Nemaha County,180,7100,0.666666667,0.333333333,0,19.6,0,0.899117407,2990,176180,179186,128780,575,251,795,0,8782,12,12,731.8333333
Nebraska Nucko,Nebraska,Nuckolls County,253,4350,0.865612648,0.134387352,0,19.1,0,0.899117407,1960,96403,100070,62653,207,30,284,0,3235,5,6,539.1666667
Nebraska Pawne,Nebraska,Pawnee County,191,2695,0.64921466,0.35078534,0,18,0,0.899117407,1210,53805,55288,33322,116,0,183,0,3018,6,8,377.25
Nebraska Perki,Nebraska,Perkins County,13,2910,1,0,0,43.6,0,0.899117407,1370,69902,72396,46776,276,83,368,0,2052,5,5,410.4
Nebraska Phelp,Nebraska,Phelps County,81,9235,0.938271605,0.061728395,0,34.7,19.1,0.899117407,4370,255543,262793,169581,1831,982,2172,0,7022,5,5,1404.4
Nebraska Pierc,Nebraska,Pierce County,177,7180,0.807909605,0.192090395,\N,25.5,0,0.899117407,3360,195557,200739,138764,1365,301,1076,0,4596,10,11,417.8181818
Nebraska Platt,Nebraska,Platte County,424,32705,0.931603774,0.068396226,0,67.6,0,0.899117407,16750,991771,1009717,726339,5856,2780,6594,158,27141,32,32,848.15625
Nebraska Red W,Nebraska,Red Willow County,81,10885,0.925925926,0.074074074,0,50.2,30.9,0.899117407,4860,254897,259833,184412,1228,580,1417,0,10766,9,9,1196.222222
Nebraska Richa,Nebraska,Richardson County,261,8150,0.908045977,0.091954023,0,58.4,0,0.899117407,3660,192330,196651,126790,764,238,774,0,8043,11,11,731.1818182
Nebraska Salin,Nebraska,Saline County,293,14355,0.887372014,0.112627986,0,45,25.1,0.899117407,6490,344763,350233,257053,1296,741,1670,71,14897,16,17,876.2941176
Nebraska Sarpy,Nebraska,Sarpy County,186,172460,0.956989247,0.043010753,0,41.5,30.1,0.899117407,88800,6574756,6633304,4970560,53366,45636,73902,265,55714,34,36,1547.611111
Nebraska Saund,Nebraska,Saunders County,490,20945,0.889795918,0.110204082,0,70.2,4.6,0.899117407,10270,718556,732341,507250,5429,3278,6408,91,15744,37,41,384
Nebraska Scott,Nebraska,Scotts Bluff County,248,36600,0.951612903,0.048387097,1,85.2,0,0.899117407,16370,860656,872830,645936,5338,3641,6719,49,33444,28,28,1194.428571
Nebraska Sewar,Nebraska,Seward County,244,17115,0.905737705,0.094262295,0,43.4,0,0.899117407,7670,523772,534190,356740,3527,1865,4223,0,12249,21,23,532.5652174
Nebraska Sheri,Nebraska,Sheridan County,64,5260,1,0,0,43.8,0,0.899117407,2300,87917,90526,67505,239,58,299,0,3194,3,3,1064.666667
Nebraska Sherm,Nebraska,Sherman County,122,3090,0.926229508,0.073770492,0,14.1,0,0.899117407,1420,51746,53563,43458,76,0,117,0,1855,9,9,206.1111111
Nebraska Sioux,Nebraska,Sioux County,36,1275,0.972222222,0.027777778,0,23.3,0,0.899117407,510,16480,17160,14184,0,0,0,0,396,3,4,99
Nebraska Stant,Nebraska,Stanton County,225,6020,0.862222222,0.137777778,0,\N,\N,0.899117407,2730,151427,154988,111102,505,251,689,0,3702,6,7,528.8571429
Nebraska Thaye,Nebraska,Thayer County,222,5165,0.923423423,0.076576577,0,25.3,0,0.899117407,2370,132883,137466,85449,789,185,742,0,3897,11,11,354.2727273
Nebraska Thoma,Nebraska,Thomas County,20,675,0.9,0.1,0,33.1,0,0.899117407,330,10427,10821,8649,0,0,0,0,500,9,9,55.55555556
Nebraska Thurs,Nebraska,Thurston County,152,6990,0.743421053,0.256578947,0,18.6,0,0.899117407,2700,114619,117220,84946,462,176,464,0,9027,13,15,601.8
Nebraska Valle,Nebraska,Valley County,117,4240,0.974358974,0.025641026,0,13.1,0,0.899117407,1920,71760,74378,66003,237,83,260,0,2845,6,6,474.1666667
Nebraska Washi,Nebraska,Washington County,150,20340,0.953333333,0.046666667,0,24,0,0.899117407,9910,804164,814236,553910,6866,4795,8546,117,16733,19,22,760.5909091
Nebraska Wayne,Nebraska,Wayne County,254,9415,0.858267717,0.141732283,0,\N,\N,0.899117407,3760,221809,226492,147380,1108,421,1141,0,6635,5,5,1327
Nebraska Webst,Nebraska,Webster County,194,3665,0.922680412,0.077319588,0,32.7,0,0.899117407,1560,69706,71773,48389,144,0,197,0,2648,5,6,441.3333333
Nebraska Wheel,Nebraska,Wheeler County,13,805,0.923076923,0.076923077,0,\N,\N,0.899117407,360,12185,12741,10100,0,0,0,0,486,4,4,121.5
Nevada Churc,Nevada,Churchill County,68,24150,0.985294118,0.014705882,0,68.5,42,0.873795386,11750,634271,640949,456190,303,1358,2630,59,14756,4,31,476
Nevada Clark,Nevada,Clark County,1056,2070155,0.996212121,0.003787879,1,160.2,4.3,0.873795386,1049220,74666006,75332736,46717462,292144,371060,625797,39325,2423111,19,135,17948.97037
Nevada Dougl,Nevada,Douglas County,39,47425,1,0,0,\N,\N,0.873795386,26920,2570820,2608392,1136826,28764,23283,26876,440,49884,10,41,1216.682927
Nevada Esmer,Nevada,Esmeralda County,4,1070,1,0,0,\N,\N,0.873795386,370,17615,17774,11623,0,0,0,0,1558,1,7,222.5714286
Nevada Eurek,Nevada,Eureka County,25,1730,0.96,0.04,0,67.5,67.5,0.873795386,780,47297,47904,41106,0,0,0,0,5322,1,14,380.1428571
Nevada Humbo,Nevada,Humboldt County,53,17090,1,0,0,175.8,112.1,0.873795386,7860,505460,510238,407240,253,947,1990,79,15497,5,31,499.9032258
Nevada Lande,Nevada,Lander County,21,5905,1,0,0,52,52,0.873795386,2430,170558,171702,136074,0,209,555,0,6330,3,12,527.5
Nevada Linco,Nevada,Lincoln County,20,5155,1,0,0,105.5,0,0.873795386,1690,90433,91089,59518,0,315,581,0,4547,5,17,267.4705882
Nevada Miner,Nevada,Mineral County,4,4520,0.75,0.25,0,42.3,0,0.873795386,1930,90098,90565,65105,0,71,205,0,3995,2,8,499.375
Nevada Persh,Nevada,Pershing County,53,6690,0.943396226,0.056603774,0,106.2,75.3,0.873795386,2060,105651,106206,86427,0,113,286,0,7838,2,16,489.875
Nevada Store,Nevada,Storey County,15,3940,0.866666667,0.133333333,\N,10.2,10.2,0.873795386,2070,144114,145439,84233,135,490,1045,0,12946,1,6,2157.666667
Nevada Washo,Nevada,Washoe County,299,439915,0.97993311,0.02006689,1,143.5,42,0.873795386,237680,21150664,21379570,11845397,110984,128091,167913,3251,363087,5,81,4482.555556
Nevada White,Nevada,White Pine County,5,9895,1,0,0,31.9,31.9,0.873795386,3940,228776,230691,171144,0,421,774,0,13113,5,28,468.3214286
New Hampshire Belkn,New Hampshire,Belknap County,108,60390,0.916666667,0.083333333,0,27.1,9,0.76406884,33760,2510108,2549817,1563128,9844,24456,20401,384,72632,247,247,294.0566802
New Hampshire Carro,New Hampshire,Carroll County,189,47415,0.899470899,0.100529101,0,45.3,29.8,0.76406884,26560,2087826,2125082,1054968,14552,17372,14939,514,77969,349,349,223.4068768
New Hampshire Chesh,New Hampshire,Cheshire County,189,76320,0.888888889,0.111111111,0,2.2,1.7,0.76406884,37850,2594255,2632979,1722516,14945,21445,20533,420,68773,170,170,404.5470588
New Hampshire Graft,New Hampshire,Grafton County,530,89165,0.926415094,0.073584906,1,27.1,6.1,0.76406884,44790,3966185,4024095,2247913,21510,37765,32435,756,99024,268,268,369.4925373
New Hampshire Hills,New Hampshire,Hillsborough County,383,404950,0.898172324,0.101827676,1,43.2,0,0.76406884,219230,17243342,17460537,13051030,69474,180991,179975,2252,344742,288,288,1197.020833
New Hampshire Merri,New Hampshire,Merrimack County,321,147715,0.900311526,0.099688474,0,36.7,0,0.76406884,77500,5760439,5846177,4055090,14012,54563,49510,1146,124741,244,244,511.2336066
New Hampshire Rocki,New Hampshire,Rockingham County,302,300365,0.90397351,0.09602649,1,35.3,21.8,0.76406884,171230,16742115,16983071,11416601,100486,210746,206850,2111,262109,571,571,459.0350263
New Hampshire Straf,New Hampshire,Strafford County,133,125915,0.92481203,0.07518797,0,35.3,13.1,0.76406884,64220,4432216,4489820,3307540,8997,41236,39299,799,106040,136,136,779.7058824
