Hash,State,County,Number of returns,Adjust gross income,Total income amount,Salaries and wages amount,State and local income taxes amount,Real estate taxes amount,Total taxes paid amount,Residential energy tax credit amount
New Mexico Guada,New Mexico,Guadalupe County,1780.0000,58635.0000,59266.0000,42963.0000,72.0000,108.0000,395.0000,26.0000
New Mexico Hardi,New Mexico,Harding County,300.0000,9709.0000,9922.0000,6738.0000,0.0000,0.0000,0.0000,0.0000
New Mexico Hidal,New Mexico,Hidalgo County,1740.0000,66757.0000,67253.0000,52527.0000,99.0000,23.0000,161.0000,0.0000
New Mexico Linco,New Mexico,Lincoln County,9060.0000,467282.0000,473240.0000,229836.0000,2969.0000,1792.0000,3711.0000,57.0000
New Mexico Los A,New Mexico,Los Alamos County,9640.0000,1083127.0000,1090709.0000,730376.0000,11896.0000,5128.0000,13005.0000,133.0000
New Mexico McKin,New Mexico,McKinley County,30050.0000,1059788.0000,1067211.0000,844367.0000,3390.0000,1330.0000,3927.0000,99.0000
New Mexico Otero,New Mexico,Otero County,27200.0000,1211666.0000,1222875.0000,847183.0000,4413.0000,1964.0000,5433.0000,812.0000
New Mexico Rio A,New Mexico,Rio Arriba County,16570.0000,723843.0000,728802.0000,503896.0000,2798.0000,1193.0000,4059.0000,142.0000
New Mexico Roose,New Mexico,Roosevelt County,7350.0000,280662.0000,283684.0000,235433.0000,920.0000,276.0000,1074.0000,0.0000
New Mexico Sando,New Mexico,Sandoval County,67340.0000,4146652.0000,4186906.0000,2809389.0000,33442.0000,20445.0000,43706.0000,2553.0000
New Mexico San J,New Mexico,San Juan County,48350.0000,2538558.0000,2558873.0000,1901082.0000,15990.0000,5491.0000,16060.0000,135.0000
New Mexico San M,New Mexico,San Miguel County,11530.0000,430799.0000,435350.0000,274760.0000,1934.0000,946.0000,2498.0000,122.0000
New Mexico Santa,New Mexico,Santa Fe County,78170.0000,5876410.0000,5968674.0000,2925843.0000,90608.0000,39865.0000,71872.0000,2750.0000
New Mexico Sierr,New Mexico,Sierra County,4810.0000,165297.0000,167126.0000,94051.0000,482.0000,379.0000,919.0000,0.0000
New Mexico Socor,New Mexico,Socorro County,6690.0000,266774.0000,269159.0000,186941.0000,730.0000,388.0000,1073.0000,50.0000
New Mexico Torra,New Mexico,Torrance County,5840.0000,228563.0000,231028.0000,165236.0000,857.0000,405.0000,1094.0000,63.0000
New Mexico Union,New Mexico,Union County,1540.0000,59916.0000,61041.0000,46998.0000,113.0000,44.0000,197.0000,0.0000
New Mexico Valen,New Mexico,Valencia County,31160.0000,1468353.0000,1480257.0000,1048211.0000,6341.0000,3836.0000,9227.0000,943.0000
New York Alban,New York,Albany County,153480.0000,12495127.000,12636551.000,7930760.0000,261203.0000,109464.0000,134120.0000,1437.0000
New York Alleg,New York,Allegany County,18640.0000,950673.0000,960661.0000,651625.0000,4440.0000,2931.0000,4278.0000,135.0000
New York Bronx,New York,Bronx County,665660.0000,27051270.000,27262378.000,22619749.000,380894.0000,119018.0000,324167.0000,2708.0000
New York Broom,New York,Broome County,88030.0000,5041446.0000,5099478.0000,3414359.0000,35066.0000,26331.0000,32364.0000,349.0000
New York Catta,New York,Cattaraugus County,33930.0000,1694174.0000,1712438.0000,1201412.0000,8071.0000,5400.0000,7639.0000,175.0000
New York Cayug,New York,Cayuga County,35150.0000,1970910.0000,1992196.0000,1374197.0000,10697.0000,9702.0000,12766.0000,271.0000
New York Chaut,New York,Chautauqua County,56540.0000,2822500.0000,2857380.0000,1926001.0000,14450.0000,11520.0000,15046.0000,220.0000
New York Chemu,New York,Chemung County,38820.0000,2236768.0000,2259477.0000,1592692.0000,17317.0000,12075.0000,15525.0000,113.0000
New York Chena,New York,Chenango County,22380.0000,1109528.0000,1120751.0000,797382.0000,3897.0000,3612.0000,5135.0000,39.0000
New York Clint,New York,Clinton County,36840.0000,2068364.0000,2090125.0000,1470705.0000,8777.0000,9189.0000,11770.0000,157.0000
New York Colum,New York,Columbia County,30320.0000,2161354.0000,2196405.0000,1278863.0000,39528.0000,22787.0000,24881.0000,571.0000
New York Cortl,New York,Cortland County,20530.0000,1108214.0000,1120185.0000,804993.0000,6395.0000,5163.0000,6775.0000,194.0000
New York Delaw,New York,Delaware County,19660.0000,1023708.0000,1037438.0000,652563.0000,6454.0000,5979.0000,8132.0000,39.0000
New York Dutch,New York,Dutchess County,144400.0000,11470851.000,11608585.000,7969763.0000,215863.0000,180986.0000,206289.0000,2178.0000
New York Essex,New York,Essex County,17960.0000,1012055.0000,1026361.0000,642563.0000,9626.0000,6721.0000,7690.0000,216.0000
New York Frank,New York,Franklin County,20390.0000,1022586.0000,1033982.0000,722118.0000,4884.0000,3764.0000,4995.0000,93.0000
New York Fulto,New York,Fulton County,24930.0000,1301589.0000,1313628.0000,926462.0000,6343.0000,5650.0000,7775.0000,211.0000
New York Genes,New York,Genesee County,28050.0000,1508938.0000,1526989.0000,1106373.0000,7449.0000,6771.0000,9574.0000,222.0000
New York Green,New York,Greene County,22540.0000,1294888.0000,1309624.0000,889731.0000,10707.0000,10795.0000,13863.0000,334.0000
New York Hamil,New York,Hamilton County,2560.0000,142105.0000,144014.0000,72696.0000,603.0000,956.0000,1157.0000,0.0000
New York Herki,New York,Herkimer County,27980.0000,1469544.0000,1484296.0000,1033439.0000,7057.0000,4571.0000,6847.0000,122.0000
New York Jeffe,New York,Jefferson County,50080.0000,2587019.0000,2613158.0000,1921016.0000,13818.0000,9708.0000,14020.0000,281.0000
New York Kings,New York,Kings County,1256080.0000,82535217.000,83610067.000,63987618.000,2641091.0000,525834.0000,1168653.0000,8614.0000
New York Lewis,New York,Lewis County,11670.0000,594765.0000,602433.0000,426156.0000,1758.0000,1623.0000,2680.0000,101.0000
New York Livin,New York,Livingston County,28080.0000,1661883.0000,1680861.0000,1149880.0000,9603.0000,8507.0000,11556.0000,341.0000
New York Madis,New York,Madison County,31280.0000,1979767.0000,2007282.0000,1358885.0000,17455.0000,14460.0000,16368.0000,233.0000
New York Monro,New York,Monroe County,366870.0000,24495429.000,24828643.000,16751482.000,283888.0000,217953.0000,244146.0000,2257.0000
New York Montg,New York,Montgomery County,22820.0000,1127074.0000,1137223.0000,824278.0000,4790.0000,4824.0000,6972.0000,196.0000
New York Nassa,New York,Nassau County,724700.0000,87890090.000,89047873.000,54920537.000,2995726.0000,2161691.0000,1798285.0000,18722.0000
New York New Y,New York,New York County,894310.0000,204737230.00,207281648.00,106284474.00,14495670.000,2062609.0000,3124460.0000,3708.0000
New York Niaga,New York,Niagara County,105420.0000,5873224.0000,5932152.0000,4204346.0000,40095.0000,31506.0000,43553.0000,945.0000
New York Oneid,New York,Oneida County,105520.0000,5905880.0000,5973738.0000,4079045.0000,39485.0000,27214.0000,37028.0000,540.0000
New York Onond,New York,Onondaga County,224800.0000,15395797.000,15601893.000,10379685.000,170674.0000,120238.0000,144728.0000,1254.0000
New York Ontar,New York,Ontario County,55670.0000,3928230.0000,3981857.0000,2613060.0000,48580.0000,32644.0000,35565.0000,681.0000
New York Orang,New York,Orange County,185690.0000,13464969.000,13607052.000,9952726.0000,226193.0000,238642.0000,257172.0000,3798.0000
New York Orlea,New York,Orleans County,18440.0000,896904.0000,906247.0000,653259.0000,2842.0000,3302.0000,4815.0000,197.0000
New York Osweg,New York,Oswego County,52880.0000,2849310.0000,2873286.0000,2127139.0000,12451.0000,11966.0000,17773.0000,439.0000
New York Otseg,New York,Otsego County,26500.0000,1474230.0000,1493915.0000,992422.0000,10089.0000,7289.0000,9823.0000,200.0000
New York Putna,New York,Putnam County,50630.0000,4887018.0000,4946787.0000,3442181.0000,108892.0000,113925.0000,104917.0000,510.0000
New York Queen,New York,Queens County,1181690.0000,64687079.000,65344183.000,51418244.000,1352943.0000,547040.0000,1066739.0000,9945.0000
New York Renss,New York,Rensselaer County,79010.0000,5086926.0000,5138340.0000,3692499.0000,38639.0000,40847.0000,53361.0000,1005.0000
New York Richm,New York,Richmond County,228610.0000,16809286.000,16960474.000,12527183.000,544855.0000,227251.0000,395876.0000,5256.0000
New York Rockl,New York,Rockland County,149670.0000,14164964.000,14346628.000,9369052.0000,386949.0000,363597.0000,316163.0000,1878.0000
New York St. L,New York,St. Lawrence County,43160.0000,2329036.0000,2351195.0000,1647978.0000,9882.0000,8413.0000,11918.0000,317.0000
New York Sarat,New York,Saratoga County,119950.0000,12422999.000,12549435.000,7282453.0000,328851.0000,103188.0000,124052.0000,1562.0000
New York Schen,New York,Schenectady County,77430.0000,4899559.0000,4949351.0000,3491852.0000,40872.0000,41525.0000,52907.0000,609.0000
New York Schoh,New York,Schoharie County,13980.0000,750420.0000,757757.0000,529581.0000,3747.0000,4218.0000,5802.0000,92.0000
New York Schuy,New York,Schuyler County,8720.0000,461921.0000,467294.0000,323902.0000,2507.0000,2208.0000,2982.0000,154.0000
New York Senec,New York,Seneca County,15470.0000,802164.0000,811416.0000,535025.0000,3753.0000,4140.0000,5165.0000,52.0000
New York Steub,New York,Steuben County,43540.0000,2591752.0000,2614299.0000,1888939.0000,24990.0000,13053.0000,16447.0000,232.0000
New York Suffo,New York,Suffolk County,793640.0000,73159088.000,74003182.000,49471260.000,1897013.0000,1623944.0000,1542679.0000,24035.0000
New York Sulli,New York,Sullivan County,34430.0000,2049361.0000,2071991.0000,1378721.0000,20828.0000,20574.0000,25545.0000,327.0000
New York Tioga,New York,Tioga County,23200.0000,1334707.0000,1347752.0000,938425.0000,7789.0000,5871.0000,8237.0000,158.0000
New York Tompk,New York,Tompkins County,41040.0000,2960420.0000,3005461.0000,1966839.0000,35444.0000,27691.0000,30593.0000,1097.0000
New York Ulste,New York,Ulster County,87620.0000,5832100.0000,5920190.0000,3887509.0000,76212.0000,74249.0000,85290.0000,1880.0000
New York Warre,New York,Warren County,34220.0000,2165051.0000,2194725.0000,1359782.0000,27651.0000,16030.0000,20196.0000,473.0000
New York Washi,New York,Washington County,28470.0000,1481004.0000,1497094.0000,1075542.0000,7068.0000,7913.0000,11098.0000,370.0000
New York Wayne,New York,Wayne County,44170.0000,2485260.0000,2511763.0000,1775869.0000,12791.0000,12772.0000,17448.0000,332.0000
New York Westc,New York,Westchester County,491430.0000,79766906.000,80905864.000,46296013.000,3508415.0000,1707996.0000,1296571.0000,7954.0000
New York Wyomi,New York,Wyoming County,18200.0000,995124.0000,1007606.0000,705752.0000,4473.0000,3787.0000,5513.0000,183.0000
New York Yates,New York,Yates County,10950.0000,590785.0000,598895.0000,335680.0000,3586.0000,3250.0000,3887.0000,159.0000
North Carolina Alama,North Carolina,Alamance County,75020.0000,4156494.0000,4199648.0000,3011818.0000,40746.0000,15351.0000,37291.0000,474.0000
North Carolina Alexa,North Carolina,Alexander County,15490.0000,784420.0000,792670.0000,578103.0000,6350.0000,2092.0000,5489.0000,50.0000
North Carolina Alleg,North Carolina,Alleghany County,4610.0000,237428.0000,240621.0000,137421.0000,2140.0000,645.0000,1644.0000,0.0000
North Carolina Anson,North Carolina,Anson County,9590.0000,371234.0000,375196.0000,286102.0000,1812.0000,1009.0000,2797.0000,30.0000
North Carolina Avery,North Carolina,Avery County,7170.0000,348621.0000,353410.0000,212535.0000,2890.0000,1258.0000,3044.0000,0.0000
North Carolina Beauf,North Carolina,Beaufort County,20550.0000,1097190.0000,1110671.0000,690942.0000,9042.0000,4003.0000,10152.0000,38.0000
North Carolina Berti,North Carolina,Bertie County,7680.0000,302613.0000,305565.0000,223675.0000,1578.0000,621.0000,2041.0000,74.0000
North Carolina Blade,North Carolina,Bladen County,12560.0000,541792.0000,547955.0000,401413.0000,4385.0000,2284.0000,5616.0000,134.0000
North Carolina Bruns,North Carolina,Brunswick County,66210.0000,4472912.0000,4527971.0000,2218332.0000,48215.0000,25322.0000,54538.0000,538.0000
North Carolina Bunco,North Carolina,Buncombe County,129700.0000,8569041.0000,8700478.0000,5153926.0000,130242.0000,52324.0000,104608.0000,2127.0000
North Carolina Burke,North Carolina,Burke County,38210.0000,1798579.0000,1816771.0000,1305480.0000,13516.0000,5729.0000,12628.0000,159.0000
North Carolina Cabar,North Carolina,Cabarrus County,97910.0000,6592136.0000,6651207.0000,5130633.0000,92450.0000,37845.0000,86404.0000,825.0000
North Carolina Caldw,North Carolina,Caldwell County,34490.0000,1595197.0000,1610765.0000,1194443.0000,11217.0000,4319.0000,10185.0000,90.0000
North Carolina Camde,North Carolina,Camden County,4690.0000,286473.0000,289297.0000,210897.0000,2104.0000,1010.0000,2837.0000,0.0000
North Carolina Carte,North Carolina,Carteret County,33120.0000,2142201.0000,2173878.0000,1207761.0000,26616.0000,9926.0000,26045.0000,186.0000
North Carolina Caswe,North Carolina,Caswell County,9220.0000,423580.0000,427685.0000,309905.0000,2529.0000,1001.0000,2929.0000,104.0000
North Carolina Cataw,North Carolina,Catawba County,73740.0000,4430383.0000,4481499.0000,3139076.0000,58195.0000,18669.0000,41601.0000,468.0000
North Carolina Chath,North Carolina,Chatham County,35160.0000,3313995.0000,3358407.0000,2003322.0000,63055.0000,25238.0000,49726.0000,727.0000
North Carolina Chero,North Carolina,Cherokee County,11890.0000,527637.0000,533126.0000,331062.0000,3142.0000,1313.0000,3568.0000,0.0000
North Carolina Chowa,North Carolina,Chowan County,6240.0000,349923.0000,354374.0000,216954.0000,3940.0000,1580.0000,3331.0000,24.0000
North Carolina Cleve,North Carolina,Cleveland County,42500.0000,2065496.0000,2084853.0000,1520066.0000,15556.0000,5993.0000,15750.0000,246.0000
North Carolina Colum,North Carolina,Columbus County,21500.0000,928835.0000,937986.0000,685242.0000,8075.0000,3675.0000,9393.0000,111.0000
North Carolina Crave,North Carolina,Craven County,46740.0000,2725358.0000,2756336.0000,1717796.0000,29686.0000,11240.0000,29331.0000,324.0000
North Carolina Cumbe,North Carolina,Cumberland County,143060.0000,6877088.0000,6946327.0000,5141257.0000,60236.0000,34819.0000,73939.0000,1057.0000
North Carolina Curri,North Carolina,Currituck County,12880.0000,802623.0000,811719.0000,562190.0000,8392.0000,3108.0000,9809.0000,97.0000
North Carolina David,North Carolina,Davidson County,74820.0000,3980156.0000,4021707.0000,2953373.0000,34210.0000,11612.0000,31211.0000,280.0000
North Carolina Davie,North Carolina,Davie County,19490.0000,1318121.0000,1332992.0000,901800.0000,17053.0000,6020.0000,14578.0000,145.0000
North Carolina Dupli,North Carolina,Duplin County,21610.0000,877667.0000,937754.0000,660840.0000,7176.0000,2477.0000,7150.0000,77.0000
North Carolina Durha,North Carolina,Durham County,147580.0000,10510970.000,10668819.000,7559524.0000,156056.0000,76331.0000,150307.0000,2158.0000
North Carolina Edgec,North Carolina,Edgecombe County,21260.0000,855936.0000,862596.0000,609613.0000,10147.0000,2389.0000,6116.0000,180.0000
North Carolina Forsy,North Carolina,Forsyth County,171970.0000,11373612.000,11504485.000,7834655.0000,169037.0000,64600.0000,126329.0000,1132.0000
North Carolina Frank,North Carolina,Franklin County,28880.0000,1556109.0000,1573717.0000,1183615.0000,13728.0000,6653.0000,16351.0000,261.0000
North Carolina Gasto,North Carolina,Gaston County,99890.0000,5576208.0000,5628295.0000,4285704.0000,61095.0000,26863.0000,58809.0000,641.0000
North Carolina Gates,North Carolina,Gates County,4610.0000,227645.0000,229676.0000,173212.0000,1339.0000,610.0000,1958.0000,0.0000
North Carolina Graha,North Carolina,Graham County,3320.0000,141017.0000,142373.0000,98076.0000,610.0000,306.0000,752.0000,0.0000
North Carolina Granv,North Carolina,Granville County,26010.0000,1449857.0000,1464119.0000,1109057.0000,13331.0000,6564.0000,16178.0000,699.0000
North Carolina Green,North Carolina,Greene County,7540.0000,317530.0000,320839.0000,233625.0000,1937.0000,609.0000,2105.0000,64.0000
North Carolina Guilf,North Carolina,Guilford County,241810.0000,15914384.000,16118576.000,10835866.000,241004.0000,93180.0000,183915.0000,1526.0000
North Carolina Halif,North Carolina,Halifax County,20690.0000,861680.0000,871198.0000,628824.0000,6257.0000,2938.0000,7071.0000,272.0000
North Carolina Harne,North Carolina,Harnett County,52600.0000,2729258.0000,2757427.0000,2092127.0000,21757.0000,8915.0000,22993.0000,513.0000
North Carolina Haywo,North Carolina,Haywood County,28700.0000,1475852.0000,1493548.0000,962937.0000,11035.0000,5810.0000,13361.0000,202.0000
North Carolina Hende,North Carolina,Henderson County,54770.0000,3315891.0000,3359356.0000,1934488.0000,33486.0000,14137.0000,34491.0000,466.0000
North Carolina Hertf,North Carolina,Hertford County,8240.0000,355515.0000,359609.0000,266512.0000,2926.0000,1208.0000,3046.0000,105.0000
North Carolina Irede,North Carolina,Iredell County,84640.0000,6291374.0000,6364095.0000,4582155.0000,111818.0000,36705.0000,78037.0000,804.0000
North Carolina Jacks,North Carolina,Jackson County,16330.0000,846533.0000,858023.0000,519319.0000,8308.0000,2868.0000,6327.0000,72.0000
North Carolina Johns,North Carolina,Johnston County,90530.0000,5494132.0000,5551947.0000,4150398.0000,49820.0000,20977.0000,55094.0000,1070.0000
North Carolina Jones,North Carolina,Jones County,4130.0000,175610.0000,178056.0000,126382.0000,1193.0000,623.0000,1634.0000,0.0000
North Carolina Lenoi,North Carolina,Lenoir County,23940.0000,1099241.0000,1111695.0000,752821.0000,10741.0000,3182.0000,8961.0000,248.0000
North Carolina Linco,North Carolina,Lincoln County,38840.0000,2670095.0000,2697598.0000,1954557.0000,37514.0000,14363.0000,33886.0000,326.0000
North Carolina McDow,North Carolina,McDowell County,18960.0000,849237.0000,856920.0000,631086.0000,3909.0000,1527.0000,4139.0000,89.0000
North Carolina Macon,North Carolina,Macon County,16150.0000,894401.0000,906700.0000,468871.0000,10154.0000,3345.0000,6999.0000,93.0000
North Carolina Madis,North Carolina,Madison County,9180.0000,436121.0000,441775.0000,295692.0000,2931.0000,1234.0000,3371.0000,0.0000
North Carolina Marti,North Carolina,Martin County,9960.0000,414233.0000,418971.0000,303282.0000,2145.0000,1030.0000,3064.0000,33.0000
North Carolina Meckl,North Carolina,Mecklenburg County,517980.0000,45706514.000,46273058.000,32461712.000,990318.0000,360236.0000,626299.0000,4371.0000
North Carolina Mitch,North Carolina,Mitchell County,6100.0000,280132.0000,282679.0000,196343.0000,1404.0000,568.0000,1509.0000,0.0000
North Carolina Montg,North Carolina,Montgomery County,11120.0000,532853.0000,538692.0000,382257.0000,4789.0000,1975.0000,3819.0000,0.0000
North Carolina Moore,North Carolina,Moore County,46020.0000,3351009.0000,3402493.0000,2028720.0000,49562.0000,19977.0000,42833.0000,362.0000
North Carolina New H,North Carolina,New Hanover County,109060.0000,8354724.0000,8484439.0000,4964901.0000,156802.0000,56650.0000,129372.0000,795.0000
North Carolina North,North Carolina,Northampton County,7700.0000,327134.0000,331234.0000,222887.0000,1884.0000,1262.0000,2917.0000,104.0000
North Carolina Onslo,North Carolina,Onslow County,81540.0000,3815283.0000,3854072.0000,2879132.0000,20698.0000,11063.0000,26551.0000,321.0000
North Carolina Orang,North Carolina,Orange County,62300.0000,6603027.0000,6720142.0000,4168040.0000,134480.0000,66788.0000,92287.0000,743.0000
North Carolina Pamli,North Carolina,Pamlico County,5490.0000,314790.0000,318988.0000,166944.0000,2668.0000,1219.0000,2862.0000,0.0000
North Carolina Pasqu,North Carolina,Pasquotank County,17660.0000,843160.0000,852517.0000,591981.0000,5931.0000,3407.0000,7882.0000,68.0000
North Carolina Pende,North Carolina,Pender County,26500.0000,1595848.0000,1616696.0000,1115670.0000,19141.0000,8891.0000,20928.0000,162.0000
North Carolina Perqu,North Carolina,Perquimans County,5810.0000,309605.0000,313378.0000,184605.0000,2184.0000,1030.0000,2872.0000,0.0000
North Carolina Perso,North Carolina,Person County,17320.0000,869651.0000,878396.0000,663190.0000,5679.0000,2462.0000,6462.0000,202.0000
North Carolina Rando,North Carolina,Randolph County,63110.0000,3064407.0000,3098889.0000,2282992.0000,23326.0000,7884.0000,20039.0000,403.0000
